Enrollment,Program,CGPA,12th Percentage,Board,Medium of Education,Native,Mode of Transportation,Family Annual Income(in lakhs),laptop,Members Earning in Family,Gender,Disability Status,Family Structure,Number of Students in Family,Intrested in higher studies in India,Interested in Higher Studies Abroad,Education Loan Taken,Father's Occupation,Extracurricular Participation,Achievements/Recognition in Extracurricular Activities,Community Service Participation,Positions of Responsibility Held,Internet Access,Distance from Home to University,Parents' Education Level,Chronic Illness or Disability
2834,Chemical,9.18,57.85,CBSE,Gujarati,Vadodara,Public Transport,15-20,Yes,5,Female,Yes,Both parents,2,No,Yes,Yes,Other,No,Yes,No,Yes,No,34.2,Undergraduate,Yes
2835,CSE,8.96,56.91,CBSE,Marathi,Rajkot,Personal car,5-10,Yes,3,Male,No,Both parents,3,Yes,Yes,Yes,Govt. Employee,Yes,No,Yes,No,Yes,10.3,Postgraduate,No
2836,CSE,7.3,87.53,CBSE,English,Bharuch,Public Transport,15-20,Yes,5,Male,No,Single-parent,1,Yes,Yes,Yes,Other,Yes,No,Yes,No,No,47.2,High School,No
2837,BBA,7.18,88.06,CBSE,Gujarati,Ahmedabad,Personal car,Below 5,No,2,Female,No,Both parents,1,Yes,No,No,Govt. Employee,No,Yes,No,No,Yes,48.6,Postgraduate,No
2838,FEHS,5.44,67.91,State Board,Gujarati,Vadodara,University Bus,Above 20,Yes,5,Other,Yes,Both parents,1,No,No,Yes,Labour,No,No,No,Yes,Yes,48.1,Postgraduate,Yes
2839,BBA,5.08,50.49,State Board,Gujarati,Bharuch,Personal car,Below 5,No,3,Male,Yes,Single-parent,4,No,No,No,Govt. Employee,No,No,Yes,Yes,Yes,17.5,High School,No
2840,BBA,9.44,72.26,State Board,Gujarati,Bharuch,Personal car,Above 20,Yes,1,Male,Yes,Both parents,3,No,Yes,No,Labour,No,Yes,No,No,No,40.0,High School,Yes
2841,CSE,8.38,74.95,State Board,Gujarati,Surat,Public Transport,5-10,Yes,1,Male,No,Both parents,2,No,No,No,Labour,No,Yes,Yes,Yes,No,47.2,Postgraduate,Yes
2842,Chemical,9.22,54.28,ICSE,English,Surat,Personal bike,15-20,Yes,4,Male,Yes,Single-parent,4,Yes,No,Yes,Govt. Employee,No,No,No,No,Yes,30.0,High School,Yes
2843,Chemical,5.54,72.13,State Board,Gujarati,Rajkot,Public Transport,Above 20,No,1,Other,No,Both parents,5,No,Yes,No,Farmer,Yes,Yes,No,No,No,32.4,Undergraduate,No
2844,FEHS,8.64,94.46,CBSE,Hindi,Surat,Public Transport,15-20,Yes,3,Female,Yes,Orphaned,1,No,Yes,Yes,Business,No,Yes,Yes,Yes,Yes,8.1,High School,Yes
2845,BBA,8.27,50.52,ICSE,Gujarati,Rajkot,Personal bike,Above 20,Yes,1,Female,Yes,Single-parent,5,No,Yes,No,Business,Yes,No,Yes,No,No,26.0,High School,No
2846,FEHS,7.64,92.45,State Board,Gujarati,Bharuch,Personal bike,5-10,Yes,4,Male,No,Single-parent,3,Yes,Yes,Yes,Other,No,No,Yes,Yes,No,20.4,Postgraduate,Yes
2847,CSE,5.98,72.75,CBSE,Hindi,Vadodara,Personal car,10-15,Yes,2,Male,Yes,Both parents,4,No,No,Yes,Other,No,No,Yes,Yes,No,31.6,High School,Yes
2848,BBA,8.36,95.61,State Board,Hindi,Bharuch,Personal car,5-10,Yes,1,Other,No,Single-parent,3,Yes,No,Yes,Farmer,Yes,Yes,No,Yes,Yes,36.8,Postgraduate,Yes
2849,Chemical,7.52,82.28,State Board,Hindi,Surat,University Bus,Above 20,No,3,Male,Yes,Single-parent,1,No,No,No,Other,No,No,No,No,Yes,6.3,Undergraduate,Yes
2850,Chemical,6.65,52.48,ICSE,Hindi,Vadodara,Public Transport,5-10,Yes,3,Male,No,Orphaned,2,No,Yes,Yes,Labour,No,Yes,No,Yes,Yes,2.3,Undergraduate,No
2851,CSE,7.07,74.07,ICSE,Marathi,Rajkot,University Bus,10-15,No,2,Male,Yes,Orphaned,1,No,Yes,Yes,Farmer,Yes,No,No,Yes,No,43.9,Postgraduate,No
2852,CSE,6.07,72.26,ICSE,Hindi,Vadodara,Public Transport,Above 20,No,4,Female,No,Single-parent,2,Yes,No,Yes,Farmer,Yes,Yes,Yes,Yes,Yes,18.8,Undergraduate,Yes
2853,Chemical,8.11,69.01,CBSE,English,Surat,University Bus,10-15,No,1,Female,No,Orphaned,3,No,No,Yes,Other,Yes,No,No,No,Yes,40.6,High School,No
2854,CSE,5.87,68.22,ICSE,Hindi,Surat,Personal car,Below 5,No,4,Male,Yes,Both parents,3,Yes,No,Yes,Labour,Yes,No,Yes,No,No,42.6,High School,Yes
2855,CSE,9.67,58.27,ICSE,Gujarati,Vadodara,University Bus,Below 5,Yes,1,Other,No,Orphaned,4,Yes,Yes,Yes,Other,Yes,No,No,No,No,26.0,Undergraduate,Yes
2856,CSE,8.51,87.12,CBSE,Hindi,Ahmedabad,Public Transport,15-20,No,2,Male,No,Both parents,2,No,No,Yes,Govt. Employee,No,Yes,Yes,Yes,Yes,45.4,High School,Yes
2857,BBA,6.34,92.74,ICSE,Hindi,Surat,Personal bike,Below 5,No,3,Male,No,Both parents,2,No,No,No,Labour,No,No,No,No,No,8.3,Postgraduate,Yes
2858,Chemical,6.07,59.23,ICSE,Gujarati,Surat,Personal bike,Above 20,Yes,4,Male,No,Orphaned,5,No,No,Yes,Farmer,Yes,No,Yes,No,Yes,39.1,Undergraduate,Yes
2859,CSE,9.07,80.73,State Board,English,Vadodara,Personal car,Below 5,Yes,4,Male,No,Both parents,4,No,No,Yes,Farmer,No,No,Yes,Yes,No,31.1,Postgraduate,No
2860,FEHS,9.15,64.08,State Board,Hindi,Vadodara,Personal bike,10-15,No,4,Female,No,Both parents,2,No,No,Yes,Govt. Employee,Yes,No,Yes,No,Yes,25.0,Postgraduate,Yes
2861,CSE,6.63,73.68,ICSE,Gujarati,Rajkot,Public Transport,10-15,No,4,Other,Yes,Both parents,3,Yes,Yes,Yes,Business,Yes,No,Yes,Yes,No,32.9,Undergraduate,Yes
2862,BBA,8.89,87.32,State Board,Hindi,Rajkot,Personal bike,15-20,No,2,Female,Yes,Orphaned,2,No,No,Yes,Other,Yes,No,No,No,Yes,26.6,Undergraduate,Yes
2863,Chemical,7.78,91.04,State Board,Marathi,Ahmedabad,Public Transport,5-10,No,3,Other,Yes,Orphaned,5,No,No,Yes,Business,No,No,Yes,Yes,No,31.6,High School,Yes
2864,FEHS,7.54,94.87,CBSE,English,Vadodara,Personal bike,10-15,Yes,5,Male,Yes,Orphaned,1,No,No,No,Govt. Employee,No,Yes,Yes,No,Yes,27.3,Undergraduate,No
2865,Chemical,6.22,90.3,CBSE,Marathi,Bharuch,Personal bike,5-10,No,5,Female,No,Orphaned,2,No,Yes,Yes,Farmer,Yes,No,Yes,Yes,No,23.3,Undergraduate,No
2866,FEHS,6.44,78.64,CBSE,English,Bharuch,Personal bike,Below 5,Yes,5,Female,Yes,Single-parent,3,Yes,Yes,Yes,Other,No,No,No,No,No,10.5,Postgraduate,Yes
2867,Chemical,5.76,97.04,ICSE,English,Surat,Personal bike,5-10,Yes,5,Female,No,Single-parent,4,No,Yes,No,Labour,No,Yes,No,No,Yes,12.7,Undergraduate,No
2868,FEHS,6.38,56.15,CBSE,Hindi,Ahmedabad,Public Transport,Below 5,No,2,Other,No,Both parents,2,No,No,No,Govt. Employee,No,No,No,No,Yes,38.1,Undergraduate,Yes
2869,BBA,9.61,53.4,ICSE,Gujarati,Bharuch,Public Transport,15-20,No,5,Female,No,Both parents,1,Yes,Yes,No,Labour,No,No,Yes,No,Yes,21.1,Undergraduate,Yes
2870,BBA,5.28,61.61,ICSE,Marathi,Rajkot,Personal car,Above 20,No,3,Other,No,Both parents,1,Yes,Yes,No,Other,Yes,Yes,Yes,No,Yes,40.3,Undergraduate,No
2871,CSE,9.02,94.82,CBSE,Marathi,Vadodara,Personal car,5-10,No,3,Male,Yes,Both parents,1,No,Yes,Yes,Other,No,No,Yes,No,No,4.7,High School,Yes
2872,CSE,8.52,95.15,CBSE,Marathi,Surat,University Bus,10-15,Yes,1,Other,No,Single-parent,1,No,Yes,Yes,Business,No,Yes,Yes,No,Yes,32.1,High School,No
2873,FEHS,6.42,65.39,State Board,English,Vadodara,Personal bike,15-20,Yes,3,Male,No,Both parents,4,Yes,Yes,No,Other,Yes,Yes,No,Yes,No,14.3,High School,No
2874,FEHS,7.07,61.52,CBSE,Hindi,Ahmedabad,Public Transport,Above 20,No,5,Male,Yes,Both parents,2,Yes,Yes,Yes,Farmer,No,No,No,Yes,Yes,22.0,High School,No
2875,BBA,8.15,61.3,CBSE,English,Rajkot,Personal car,5-10,No,5,Other,Yes,Orphaned,5,No,No,No,Farmer,No,Yes,Yes,Yes,Yes,28.0,Undergraduate,No
2876,BBA,6.11,53.55,ICSE,Hindi,Surat,Personal car,10-15,Yes,4,Male,No,Orphaned,4,No,Yes,Yes,Business,Yes,Yes,No,No,No,39.9,High School,No
2877,CSE,6.75,82.51,State Board,Marathi,Ahmedabad,Personal bike,Above 20,No,4,Female,Yes,Both parents,4,Yes,No,Yes,Business,No,No,No,No,Yes,12.0,High School,Yes
2878,CSE,6.7,57.28,CBSE,Hindi,Surat,Personal car,10-15,Yes,5,Other,No,Both parents,2,Yes,No,Yes,Labour,Yes,Yes,No,No,Yes,9.8,Undergraduate,No
2879,FEHS,7.86,68.69,CBSE,Marathi,Surat,University Bus,Above 20,Yes,3,Male,No,Orphaned,4,Yes,Yes,Yes,Labour,No,No,Yes,No,Yes,21.5,Postgraduate,No
2880,Chemical,5.97,60.16,State Board,Gujarati,Surat,University Bus,15-20,No,1,Other,No,Orphaned,3,Yes,Yes,Yes,Business,Yes,No,Yes,Yes,No,4.2,High School,Yes
2881,BBA,6.43,57.26,CBSE,Gujarati,Vadodara,University Bus,10-15,No,1,Male,No,Single-parent,2,No,No,No,Business,No,No,Yes,Yes,No,7.9,Undergraduate,No
2882,Chemical,8.18,96.78,CBSE,Hindi,Bharuch,Personal bike,5-10,No,2,Male,Yes,Both parents,4,Yes,Yes,No,Business,No,No,No,Yes,No,29.2,Undergraduate,Yes
2883,Chemical,6.33,73.28,CBSE,Gujarati,Ahmedabad,Public Transport,Below 5,No,1,Other,Yes,Orphaned,2,No,Yes,Yes,Business,No,No,Yes,Yes,No,10.3,Undergraduate,No
2884,FEHS,5.13,78.22,State Board,Hindi,Surat,Personal car,Below 5,Yes,4,Male,No,Single-parent,4,No,Yes,Yes,Business,No,No,No,Yes,No,34.9,Postgraduate,No
2885,Chemical,7.72,73.72,CBSE,Hindi,Rajkot,Public Transport,Above 20,Yes,2,Female,No,Single-parent,4,Yes,Yes,No,Govt. Employee,No,Yes,Yes,Yes,Yes,16.4,Postgraduate,Yes
2886,Chemical,5.8,95.22,CBSE,Marathi,Bharuch,Personal bike,15-20,No,3,Female,Yes,Single-parent,2,No,Yes,Yes,Labour,No,No,Yes,No,No,18.6,Undergraduate,Yes
2887,BBA,5.33,96.74,CBSE,Gujarati,Surat,University Bus,15-20,No,3,Female,Yes,Orphaned,5,No,No,Yes,Business,Yes,Yes,Yes,Yes,Yes,26.1,Postgraduate,No
2888,FEHS,8.39,86.24,CBSE,Hindi,Surat,Personal car,Below 5,Yes,2,Other,Yes,Single-parent,4,Yes,No,No,Other,Yes,Yes,No,Yes,No,14.6,Postgraduate,Yes
2889,FEHS,8.86,68.72,CBSE,Hindi,Vadodara,Personal car,Below 5,Yes,5,Male,No,Both parents,5,No,Yes,Yes,Govt. Employee,No,Yes,Yes,No,Yes,7.9,Postgraduate,Yes
2890,BBA,7.59,58.96,ICSE,English,Surat,Personal bike,15-20,No,5,Other,Yes,Single-parent,2,Yes,No,No,Business,Yes,No,No,Yes,Yes,18.1,Undergraduate,No
2891,BBA,9.33,75.3,ICSE,Marathi,Vadodara,University Bus,5-10,No,5,Female,Yes,Orphaned,2,No,No,Yes,Farmer,Yes,No,No,Yes,No,17.1,High School,No
2892,FEHS,9.74,87.53,CBSE,Marathi,Surat,Personal bike,5-10,Yes,5,Male,No,Both parents,3,No,No,Yes,Labour,Yes,No,No,No,Yes,33.2,High School,No
2893,CSE,8.9,51.35,ICSE,Marathi,Bharuch,Public Transport,5-10,No,5,Other,No,Single-parent,4,No,No,Yes,Business,No,No,Yes,Yes,No,18.9,High School,Yes
2894,FEHS,5.04,80.8,ICSE,Gujarati,Bharuch,Personal car,10-15,Yes,2,Other,No,Single-parent,1,Yes,Yes,No,Govt. Employee,Yes,Yes,No,Yes,No,46.2,Postgraduate,Yes
2895,Chemical,8.33,73.34,State Board,Gujarati,Surat,Personal car,Below 5,No,5,Other,No,Orphaned,1,No,Yes,No,Farmer,Yes,No,Yes,Yes,No,45.7,Postgraduate,Yes
2896,CSE,8.78,55.15,ICSE,Hindi,Vadodara,Public Transport,5-10,Yes,5,Male,No,Orphaned,3,No,Yes,No,Govt. Employee,Yes,No,No,Yes,No,29.6,Postgraduate,Yes
2897,BBA,7.89,87.09,State Board,Hindi,Surat,Personal bike,10-15,No,3,Female,No,Orphaned,4,No,Yes,No,Labour,No,No,No,Yes,Yes,30.1,High School,Yes
2898,BBA,9.33,66.81,ICSE,English,Surat,Personal bike,Below 5,No,5,Other,No,Both parents,5,No,Yes,No,Other,No,Yes,Yes,No,No,40.0,High School,Yes
2899,Chemical,6.46,66.36,CBSE,Gujarati,Bharuch,Personal bike,Below 5,Yes,2,Female,Yes,Single-parent,1,No,No,No,Labour,Yes,Yes,No,No,No,17.8,Postgraduate,No
2900,BBA,7.21,69.09,State Board,Hindi,Vadodara,Personal bike,10-15,Yes,1,Other,No,Both parents,2,Yes,Yes,No,Other,Yes,No,No,No,No,18.9,Undergraduate,No
2901,Chemical,7.42,96.26,ICSE,English,Ahmedabad,Personal bike,5-10,No,3,Other,No,Both parents,5,No,Yes,No,Farmer,Yes,No,No,No,No,40.6,Postgraduate,Yes
2902,CSE,9.85,91.07,ICSE,Marathi,Surat,Public Transport,15-20,No,3,Female,No,Orphaned,1,Yes,Yes,Yes,Farmer,No,No,Yes,No,No,25.2,Undergraduate,Yes
2903,BBA,5.81,60.61,ICSE,Hindi,Vadodara,University Bus,Above 20,No,3,Other,No,Both parents,3,No,No,Yes,Other,No,No,Yes,No,No,36.7,High School,No
2904,FEHS,6.71,85.29,CBSE,English,Vadodara,Personal car,15-20,Yes,4,Male,Yes,Both parents,4,Yes,No,No,Farmer,No,No,No,Yes,Yes,26.4,High School,Yes
2905,CSE,5.6,63.0,CBSE,Hindi,Vadodara,University Bus,15-20,Yes,2,Other,Yes,Both parents,2,No,Yes,No,Labour,No,No,No,No,No,12.9,Undergraduate,Yes
2906,BBA,8.83,61.84,CBSE,Marathi,Vadodara,Personal car,Above 20,Yes,4,Other,No,Orphaned,4,No,Yes,Yes,Business,Yes,Yes,Yes,No,Yes,47.9,High School,No
2907,FEHS,8.38,71.9,CBSE,Hindi,Bharuch,Personal car,Above 20,Yes,3,Male,Yes,Single-parent,3,No,No,Yes,Farmer,No,No,Yes,No,No,37.9,Postgraduate,No
2908,FEHS,5.23,92.1,CBSE,Hindi,Rajkot,University Bus,Above 20,Yes,2,Other,No,Single-parent,2,Yes,No,No,Other,Yes,Yes,Yes,Yes,No,14.3,Postgraduate,Yes
2909,CSE,8.75,76.32,ICSE,English,Bharuch,Personal car,10-15,Yes,3,Male,No,Both parents,5,No,Yes,No,Govt. Employee,No,Yes,No,No,Yes,35.7,Undergraduate,No
2910,BBA,9.24,52.61,State Board,English,Surat,University Bus,15-20,Yes,2,Female,Yes,Single-parent,1,No,No,Yes,Govt. Employee,Yes,No,Yes,Yes,Yes,31.5,High School,No
2911,BBA,9.76,56.7,State Board,Hindi,Surat,Public Transport,15-20,Yes,2,Other,No,Both parents,1,Yes,Yes,No,Business,No,No,No,No,No,3.6,High School,Yes
2912,CSE,9.97,95.97,ICSE,Marathi,Bharuch,Personal bike,Below 5,Yes,2,Other,No,Single-parent,4,No,No,No,Other,Yes,Yes,Yes,No,No,5.4,High School,Yes
2913,BBA,9.52,62.09,CBSE,Hindi,Rajkot,Personal bike,Below 5,No,1,Male,Yes,Orphaned,4,Yes,No,Yes,Other,Yes,No,Yes,Yes,Yes,47.1,Undergraduate,No
2914,Chemical,9.39,83.4,State Board,English,Bharuch,University Bus,10-15,Yes,1,Female,No,Both parents,4,No,No,Yes,Other,No,No,Yes,No,No,5.4,Postgraduate,No
2915,CSE,5.4,89.8,ICSE,Hindi,Rajkot,Personal bike,10-15,Yes,3,Female,Yes,Both parents,5,Yes,Yes,Yes,Govt. Employee,Yes,Yes,Yes,Yes,Yes,5.8,Undergraduate,No
2916,CSE,7.42,78.01,CBSE,Hindi,Surat,University Bus,5-10,Yes,4,Male,No,Orphaned,3,No,Yes,No,Business,No,No,Yes,No,Yes,5.7,High School,Yes
2917,Chemical,7.11,54.58,State Board,Gujarati,Ahmedabad,University Bus,10-15,No,2,Female,Yes,Both parents,1,Yes,Yes,No,Labour,No,No,No,Yes,No,17.7,Postgraduate,Yes
2918,FEHS,5.78,87.06,ICSE,Gujarati,Vadodara,University Bus,15-20,Yes,2,Male,Yes,Orphaned,2,Yes,Yes,No,Govt. Employee,No,No,Yes,No,No,28.4,Undergraduate,Yes
2919,Chemical,9.89,82.79,CBSE,Gujarati,Bharuch,Personal bike,10-15,Yes,3,Other,Yes,Single-parent,2,No,Yes,Yes,Labour,No,Yes,Yes,No,No,30.1,Postgraduate,Yes
2920,CSE,8.33,81.09,State Board,English,Bharuch,Personal bike,5-10,No,2,Other,No,Single-parent,3,No,No,No,Farmer,No,Yes,Yes,Yes,No,38.0,Undergraduate,Yes
2921,CSE,7.27,69.82,CBSE,English,Vadodara,Personal bike,5-10,Yes,3,Male,No,Single-parent,1,Yes,Yes,Yes,Other,Yes,No,Yes,No,Yes,44.9,Undergraduate,No
2922,FEHS,8.06,91.35,ICSE,English,Vadodara,Public Transport,5-10,No,2,Male,No,Single-parent,1,Yes,No,Yes,Govt. Employee,Yes,Yes,No,Yes,No,41.7,High School,Yes
2923,Chemical,6.22,90.68,ICSE,Hindi,Ahmedabad,Personal car,5-10,Yes,3,Female,No,Both parents,1,Yes,Yes,No,Labour,No,Yes,Yes,Yes,No,29.6,Undergraduate,No
2924,Chemical,8.5,99.94,CBSE,Hindi,Rajkot,Public Transport,Above 20,Yes,3,Other,No,Orphaned,2,No,No,No,Other,No,No,Yes,No,Yes,2.9,High School,Yes
2925,FEHS,5.37,55.31,ICSE,Marathi,Vadodara,University Bus,15-20,No,1,Other,No,Orphaned,1,No,No,No,Other,Yes,Yes,No,No,Yes,3.3,High School,No
2926,BBA,6.83,91.14,CBSE,English,Ahmedabad,University Bus,15-20,No,5,Female,No,Single-parent,4,Yes,No,No,Business,No,Yes,No,No,Yes,10.8,Undergraduate,Yes
2927,FEHS,5.6,81.7,State Board,English,Rajkot,Personal car,Below 5,No,3,Female,Yes,Single-parent,4,Yes,No,Yes,Labour,Yes,No,No,No,Yes,16.9,High School,Yes
2928,Chemical,5.23,69.15,State Board,English,Rajkot,Personal bike,Above 20,No,4,Other,No,Both parents,4,No,No,No,Govt. Employee,Yes,Yes,No,No,No,47.0,Undergraduate,No
2929,CSE,5.56,65.78,CBSE,Gujarati,Surat,Personal car,Below 5,No,4,Other,Yes,Both parents,3,Yes,Yes,No,Farmer,No,No,No,Yes,No,44.1,High School,No
2930,FEHS,6.48,79.25,CBSE,Marathi,Rajkot,University Bus,5-10,Yes,1,Female,No,Orphaned,2,No,Yes,Yes,Farmer,Yes,No,Yes,Yes,No,20.8,Undergraduate,No
2931,Chemical,9.54,81.51,State Board,Gujarati,Surat,Personal bike,5-10,Yes,2,Male,No,Single-parent,3,Yes,No,Yes,Govt. Employee,Yes,No,Yes,Yes,Yes,31.2,High School,No
2932,FEHS,6.58,55.14,State Board,English,Ahmedabad,Personal car,Below 5,No,3,Male,No,Both parents,5,Yes,No,No,Farmer,Yes,No,No,No,No,23.2,Postgraduate,Yes
2933,CSE,9.46,96.89,ICSE,Hindi,Vadodara,Public Transport,10-15,Yes,3,Female,Yes,Single-parent,2,No,No,No,Labour,No,No,Yes,Yes,No,5.6,Postgraduate,No
2934,CSE,8.46,70.28,ICSE,Hindi,Vadodara,Public Transport,Above 20,No,4,Other,Yes,Single-parent,2,No,No,Yes,Other,Yes,Yes,Yes,Yes,Yes,9.1,Postgraduate,No
2935,CSE,8.57,89.06,State Board,English,Vadodara,Personal car,5-10,No,5,Female,No,Both parents,2,No,No,No,Labour,No,No,No,Yes,No,42.1,Postgraduate,No
2936,CSE,7.34,82.38,State Board,English,Ahmedabad,Public Transport,15-20,Yes,4,Female,No,Single-parent,2,Yes,Yes,Yes,Farmer,No,No,No,Yes,No,19.3,Postgraduate,Yes
2937,CSE,8.86,85.04,CBSE,Gujarati,Vadodara,Public Transport,5-10,No,4,Other,Yes,Single-parent,5,Yes,Yes,Yes,Farmer,No,No,Yes,No,No,48.9,Postgraduate,Yes
2938,CSE,7.4,56.74,State Board,Marathi,Vadodara,Personal bike,5-10,Yes,3,Male,Yes,Both parents,5,No,Yes,Yes,Govt. Employee,No,No,No,No,Yes,11.2,Undergraduate,Yes
2939,FEHS,5.13,60.55,ICSE,English,Surat,Personal bike,Above 20,No,1,Male,Yes,Orphaned,5,No,Yes,No,Business,No,Yes,No,No,Yes,3.6,Undergraduate,No
2940,FEHS,7.03,51.95,ICSE,Gujarati,Vadodara,Personal bike,10-15,No,4,Male,No,Single-parent,5,No,Yes,No,Other,No,Yes,Yes,Yes,Yes,14.1,Undergraduate,No
2941,BBA,9.24,64.28,CBSE,Marathi,Rajkot,Personal car,15-20,No,4,Male,No,Both parents,5,Yes,Yes,Yes,Govt. Employee,No,Yes,Yes,Yes,No,18.4,Undergraduate,Yes
2942,BBA,8.95,55.59,ICSE,Hindi,Surat,Public Transport,5-10,Yes,4,Female,Yes,Orphaned,4,No,No,No,Farmer,No,No,No,No,No,20.2,High School,Yes
2943,CSE,8.41,75.8,ICSE,English,Vadodara,Public Transport,Above 20,No,5,Other,Yes,Orphaned,4,No,No,No,Business,No,Yes,No,Yes,Yes,11.3,Postgraduate,Yes
2944,Chemical,6.79,97.39,CBSE,English,Bharuch,Personal bike,5-10,Yes,4,Other,Yes,Both parents,4,Yes,Yes,Yes,Business,No,Yes,No,Yes,No,22.6,Undergraduate,No
2945,FEHS,9.46,63.63,State Board,Gujarati,Rajkot,Personal car,Below 5,Yes,4,Female,Yes,Both parents,3,Yes,No,No,Other,No,Yes,No,Yes,Yes,25.5,Undergraduate,No
2946,CSE,8.7,64.21,ICSE,Marathi,Vadodara,Personal bike,15-20,Yes,4,Female,No,Orphaned,3,No,No,No,Farmer,Yes,No,No,Yes,Yes,38.4,Undergraduate,No
2947,CSE,9.97,89.73,CBSE,Hindi,Ahmedabad,Personal bike,5-10,Yes,1,Female,No,Single-parent,2,Yes,No,No,Govt. Employee,Yes,No,No,Yes,No,13.6,Undergraduate,No
2948,BBA,6.98,54.95,State Board,Marathi,Bharuch,Personal car,15-20,Yes,1,Male,Yes,Single-parent,2,Yes,No,No,Other,No,Yes,No,Yes,Yes,49.1,Postgraduate,Yes
2949,BBA,7.63,66.64,State Board,Gujarati,Ahmedabad,Personal car,15-20,Yes,1,Female,Yes,Both parents,5,Yes,Yes,No,Govt. Employee,Yes,Yes,Yes,No,Yes,1.4,Undergraduate,No
2950,CSE,8.75,91.17,State Board,Hindi,Bharuch,Personal bike,15-20,No,4,Female,No,Both parents,4,No,Yes,Yes,Govt. Employee,No,No,Yes,No,Yes,41.8,High School,Yes
2951,FEHS,8.52,72.98,State Board,Gujarati,Vadodara,University Bus,Below 5,No,4,Female,Yes,Single-parent,2,Yes,No,No,Other,Yes,Yes,No,No,No,46.0,High School,Yes
2952,Chemical,7.89,73.0,CBSE,Hindi,Bharuch,Personal car,Above 20,No,5,Other,Yes,Single-parent,2,Yes,No,Yes,Farmer,Yes,Yes,Yes,Yes,Yes,25.3,Postgraduate,Yes
2953,Chemical,7.5,86.27,CBSE,Gujarati,Surat,Public Transport,10-15,Yes,2,Other,Yes,Both parents,1,No,Yes,No,Other,No,Yes,No,Yes,Yes,35.7,Undergraduate,No
2954,Chemical,6.55,52.81,CBSE,Gujarati,Ahmedabad,Personal car,Below 5,Yes,3,Female,Yes,Both parents,2,Yes,No,Yes,Business,Yes,No,Yes,Yes,Yes,16.9,Postgraduate,Yes
2955,BBA,10.0,59.52,State Board,English,Vadodara,Personal car,15-20,Yes,3,Male,Yes,Orphaned,3,No,Yes,No,Govt. Employee,Yes,Yes,No,No,No,8.3,Undergraduate,No
2956,Chemical,5.84,88.54,State Board,Marathi,Vadodara,Public Transport,15-20,Yes,3,Male,No,Orphaned,2,No,Yes,Yes,Govt. Employee,Yes,Yes,No,Yes,No,17.9,Undergraduate,No
2957,CSE,5.67,95.63,State Board,Gujarati,Ahmedabad,University Bus,5-10,Yes,4,Male,No,Orphaned,3,No,No,No,Govt. Employee,Yes,No,No,Yes,Yes,42.1,Undergraduate,No
2958,CSE,9.66,77.64,ICSE,Marathi,Ahmedabad,Public Transport,Below 5,Yes,3,Female,Yes,Single-parent,5,No,Yes,Yes,Labour,Yes,No,No,Yes,No,8.6,Postgraduate,Yes
2959,CSE,9.96,93.16,ICSE,Hindi,Vadodara,Personal car,15-20,No,2,Other,Yes,Single-parent,1,No,Yes,Yes,Business,Yes,Yes,Yes,No,No,49.8,High School,Yes
2960,FEHS,9.99,58.57,State Board,Marathi,Surat,Personal bike,Below 5,Yes,4,Other,No,Single-parent,4,No,Yes,Yes,Labour,Yes,No,No,No,No,3.8,High School,No
2961,CSE,7.78,81.89,CBSE,Marathi,Surat,Personal car,Above 20,No,2,Male,Yes,Orphaned,3,Yes,No,No,Other,No,No,No,Yes,No,4.9,High School,No
2962,CSE,6.62,50.36,CBSE,Marathi,Bharuch,University Bus,5-10,Yes,3,Male,Yes,Both parents,5,No,No,Yes,Govt. Employee,No,Yes,Yes,Yes,No,32.4,Undergraduate,Yes
2963,FEHS,8.17,75.99,State Board,Gujarati,Bharuch,Personal bike,5-10,Yes,1,Other,No,Single-parent,4,Yes,No,Yes,Farmer,No,No,Yes,No,Yes,46.1,High School,Yes
2964,BBA,7.28,90.17,ICSE,Gujarati,Vadodara,University Bus,Below 5,Yes,5,Male,Yes,Single-parent,4,No,Yes,No,Govt. Employee,No,No,No,Yes,No,15.2,Postgraduate,Yes
2965,BBA,6.3,65.9,State Board,Hindi,Rajkot,Personal car,Above 20,Yes,2,Female,Yes,Single-parent,3,No,Yes,No,Business,No,Yes,Yes,No,Yes,41.7,Undergraduate,Yes
2966,BBA,9.66,79.72,State Board,Hindi,Surat,Personal car,15-20,Yes,2,Female,No,Single-parent,3,No,No,Yes,Labour,No,Yes,Yes,Yes,No,46.9,High School,Yes
2967,BBA,7.53,59.12,CBSE,English,Bharuch,Public Transport,Below 5,Yes,4,Female,Yes,Single-parent,3,No,No,Yes,Business,Yes,No,Yes,Yes,No,27.3,High School,Yes
2968,BBA,6.75,79.32,ICSE,English,Surat,University Bus,5-10,Yes,3,Female,Yes,Orphaned,3,Yes,No,Yes,Business,No,Yes,No,Yes,Yes,9.8,Undergraduate,Yes
2969,Chemical,9.6,73.45,State Board,Gujarati,Surat,Personal bike,Above 20,No,2,Male,Yes,Single-parent,3,Yes,Yes,No,Other,Yes,Yes,Yes,No,Yes,36.0,Undergraduate,No
2970,FEHS,5.73,73.78,CBSE,Gujarati,Ahmedabad,Personal bike,Above 20,No,5,Female,No,Orphaned,3,No,No,No,Govt. Employee,Yes,Yes,Yes,Yes,No,44.0,High School,Yes
